rxn_code,mech_id,namerxn,step,smarts_reactant,smarts_product,full_smarts
10.1.5,5489,Wohl-Ziegler bromination,1,[#6:1](=[#6:2])-[C;H3;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8],[#6:1](-[#6;+0:2])=[C;H2;D1;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8],[#6:1](=[#6:2])-[C;H3;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8]>>[#6:1](-[#6;+0:2])=[C;H2;D1;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8]
10.1.5,5490,Wohl-Ziegler bromination,1,[#6:1](=[#6:2])-[C;H2;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8],[#6:1](-[#6;+0:2])=[C;H1;D2;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8],[#6:1](=[#6:2])-[C;H2;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8]>>[#6:1](-[#6;+0:2])=[C;H1;D2;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8]
10.1.5,5491,Wohl-Ziegler bromination,1,[#6:1](=[#6:2])-[C;H1;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8],[#6:1](-[#6;+0:2])-[C;D3;H0;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8],[#6:1](=[#6:2])-[C;H1;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8]>>[#6:1](-[#6;+0:2])-[C;D3;H0;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8]
10.1.5,5492,Wohl-Ziegler bromination,1,[#6:1](:[#6:2])-[C;H3;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8],[#6:1](:[#6:2])-[C;H2;D1;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8],[#6:1](:[#6:2])-[C;H3;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8]>>[#6:1](:[#6:2])-[C;H2;D1;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8]
10.1.5,5493,Wohl-Ziegler bromination,1,[#6:1](:[#6:2])-[C;H2;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8],[#6:1](:[#6:2])-[C;H1;D2;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8],[#6:1](:[#6:2])-[C;H2;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8]>>[#6:1](:[#6:2])-[C;H1;D2;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8]
10.1.5,5494,Wohl-Ziegler bromination,1,[#6:1](:[#6:2])-[C;H1;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8],[#6:1](:[#6:2])-[C;D3;H0;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8],[#6:1](:[#6:2])-[C;H1;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8]>>[#6:1](:[#6:2])-[C;D3;H0;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8]
10.1.5,5495,Wohl-Ziegler bromination,1,"[#6:1](=[#8,#7:2])-[C;H3;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8]","[#6:1](=[#8,#7:2])-[C;H2;D1;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8]","[#6:1](=[#8,#7:2])-[C;H3;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8]>>[#6:1](=[#8,#7:2])-[C;H2;D1;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8]"
10.1.5,5496,Wohl-Ziegler bromination,1,"[#6:1](=[#8,#7:2])-[C;H2;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8]","[#6:1](=[#8,#7:2])-[C;H1;D2;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8]","[#6:1](=[#8,#7:2])-[C;H2;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8]>>[#6:1](=[#8,#7:2])-[C;H1;D2;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8]"
10.1.5,5497,Wohl-Ziegler bromination,1,"[#6:1](=[#8,#7:2])-[C;H1;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8]","[#6:1](=[#8,#7:2])-[C;D3;H0;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8]","[#6:1](=[#8,#7:2])-[C;H1;+0:3].[N;!$([N]-[Br]);H0;+0:4]([C:5]=[O:6])[C:7]=[O:8]>>[#6:1](=[#8,#7:2])-[C;D3;H0;+0:3].[N;H1;+0:4]([C:5]=[O:6])[C:7]=[O:8]"
10.1.5,5449,Wohl-Ziegler bromination,2,[#6:1](=[#6:2])-[C;H3;D1;+0:3].[Br;D0;H0;+0:4],[#6:1](=[#6:2])-[C;H2;D1;+0:3].[Br;H1;+0:4],[#6:1](=[#6:2])-[C;H3;D1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#6:2])-[C;H2;D1;+0:3].[Br;H1;+0:4]
10.1.5,5450,Wohl-Ziegler bromination,2,[#6:1](=[#6:2])-[C;H2;D2;+0:3].[Br;D0;H0;+0:4],[#6:1](=[#6:2])-[C;H1;D2;+0:3].[Br;H1;+0:4],[#6:1](=[#6:2])-[C;H2;D2;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#6:2])-[C;H1;D2;+0:3].[Br;H1;+0:4]
10.1.5,5451,Wohl-Ziegler bromination,2,[#6:1](=[#6:2])-[C;D3;H1;+0:3].[Br;D0;H0;+0:4],[#6:1](=[#6:2])-[C;D3;H0;+0:3].[Br;H1;+0:4],[#6:1](=[#6:2])-[C;D3;H1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#6:2])-[C;D3;H0;+0:3].[Br;H1;+0:4]
10.1.5,5452,Wohl-Ziegler bromination,2,[#6:1](=[#6:2])-[C;H3;D1;+0:3].[Br;D0;H0;+0:4],[#6:1](-[#6;D3;+0:2])=[C;H2;+0:3].[Br;H1;+0:4],[#6:1](=[#6:2])-[C;H3;D1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](-[#6;D3;+0:2])=[C;H2;+0:3].[Br;H1;+0:4]
10.1.5,5453,Wohl-Ziegler bromination,2,[#6:1](=[#6:2])-[C;H2;D2;+0:3].[Br;D0;H0;+0:4],[#6:1](-[#6;D3;+0:2])=[C;H1;+0:3].[Br;H1;+0:4],[#6:1](=[#6:2])-[C;H2;D2;+0:3].[Br;D0;H0;+0:4]>>[#6:1](-[#6;D3;+0:2])=[C;H1;+0:3].[Br;H1;+0:4]
10.1.5,5454,Wohl-Ziegler bromination,2,[#6:1](=[#6:2])-[C;D3;H1;+0:3].[Br;D0;H0;+0:4],[#6:1](-[#6;D3;+0:2])=[C;H0;+0:3].[Br;H1;+0:4],[#6:1](=[#6:2])-[C;D3;H1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](-[#6;D3;+0:2])=[C;H0;+0:3].[Br;H1;+0:4]
10.1.5,5455,Wohl-Ziegler bromination,2,[#6:1](:[#6:2])-[C;H3;D1;+0:3].[Br;D0;H0;+0:4],[#6:1](:[#6:2])-[C;H2;D1;+0:3].[Br;H1;+0:4],[#6:1](:[#6:2])-[C;H3;D1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](:[#6:2])-[C;H2;D1;+0:3].[Br;H1;+0:4]
10.1.5,5456,Wohl-Ziegler bromination,2,[#6:1](:[#6:2])-[C;H2;D2;+0:3].[Br;D0;H0;+0:4],[#6:1](:[#6:2])-[C;H1;D2;+0:3].[Br;H1;+0:4],[#6:1](:[#6:2])-[C;H2;D2;+0:3].[Br;D0;H0;+0:4]>>[#6:1](:[#6:2])-[C;H1;D2;+0:3].[Br;H1;+0:4]
10.1.5,5457,Wohl-Ziegler bromination,2,[#6:1](:[#6:2])-[C;D3;H1;+0:3].[Br;D0;H0;+0:4],[#6:1](:[#6:2])-[C;D3;H0;+0:3].[Br;H1;+0:4],[#6:1](:[#6:2])-[C;D3;H1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](:[#6:2])-[C;D3;H0;+0:3].[Br;H1;+0:4]
10.1.5,5458,Wohl-Ziegler bromination,2,"[#6:1](=[#8,#7:2])-[C;H3;D1;+0:3].[Br;D0;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;H2;D1;+0:3].[Br;H1;+0:4]","[#6:1](=[#8,#7:2])-[C;H3;D1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#8,#7:2])-[C;H2;D1;+0:3].[Br;H1;+0:4]"
10.1.5,5459,Wohl-Ziegler bromination,2,"[#6:1](=[#8,#7:2])-[C;H2;D2;+0:3].[Br;D0;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;H1;D2;+0:3].[Br;H1;+0:4]","[#6:1](=[#8,#7:2])-[C;H2;D2;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#8,#7:2])-[C;H1;D2;+0:3].[Br;H1;+0:4]"
10.1.5,5460,Wohl-Ziegler bromination,2,"[#6:1](=[#8,#7:2])-[C;D3;H1;+0:3].[Br;D0;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;D3;H0;+0:3].[Br;H1;+0:4]","[#6:1](=[#8,#7:2])-[C;D3;H1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#8,#7:2])-[C;D3;H0;+0:3].[Br;H1;+0:4]"
10.1.5,5498,Wohl-Ziegler bromination,2,[#6:1](=[#6:2])-[C;H2;D1;+0:3].[Br;D0;H0;+0:4],[#6:1](=[#6:2])-[C;H2;+0:3]-[Br;H0;+0:4],[#6:1](=[#6:2])-[C;H2;D1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#6:2])-[C;H2;+0:3]-[Br;H0;+0:4]
10.1.5,5499,Wohl-Ziegler bromination,2,[#6:1](=[#6:2])-[C;H1;D2;+0:3].[Br;D0;H0;+0:4],[#6:1](=[#6:2])-[C;H1;+0:3]-[Br;H0;+0:4],[#6:1](=[#6:2])-[C;H1;D2;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#6:2])-[C;H1;+0:3]-[Br;H0;+0:4]
10.1.5,5500,Wohl-Ziegler bromination,2,[#6:1](=[#6:2])-[C;D3;H0;+0:3].[Br;D0;H0;+0:4],[#6:1](=[#6:2])-[C;H0;+0:3]-[Br;H0;+0:4],[#6:1](=[#6:2])-[C;D3;H0;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#6:2])-[C;H0;+0:3]-[Br;H0;+0:4]
10.1.5,5501,Wohl-Ziegler bromination,2,[#6:1](-[#6;D3;+0:2])=[C;H2;+0:3].[Br;D0;H0;+0:4],[#6:1](-[#6;+0:2]-[Br;H0;+0:4])=[C;H2;+0:3],[#6:1](-[#6;D3;+0:2])=[C;H2;+0:3].[Br;D0;H0;+0:4]>>[#6:1](-[#6;+0:2]-[Br;H0;+0:4])=[C;H2;+0:3]
10.1.5,5502,Wohl-Ziegler bromination,2,[#6:1](-[#6;D3;+0:2])=[C;H1;+0:3].[Br;D0;H0;+0:4],[#6:1](-[#6;+0:2]-[Br;H0;+0:4])=[C;H1;+0:3],[#6:1](-[#6;D3;+0:2])=[C;H1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](-[#6;+0:2]-[Br;H0;+0:4])=[C;H1;+0:3]
10.1.5,5503,Wohl-Ziegler bromination,2,[#6:1](-[#6;D3;+0:2])=[C;H0;+0:3].[Br;D0;H0;+0:4],[#6:1](-[#6;+0:2]-[Br;H0;+0:4])=[C;H0;+0:3],[#6:1](-[#6;D3;+0:2])=[C;H0;+0:3].[Br;D0;H0;+0:4]>>[#6:1](-[#6;+0:2]-[Br;H0;+0:4])=[C;H0;+0:3]
10.1.5,5504,Wohl-Ziegler bromination,2,[#6:1](:[#6:2])-[C;H2;D1;+0:3].[Br;D0;H0;+0:4],[#6:1](:[#6:2])-[C;H2;+0:3]-[Br;H0;+0:4],[#6:1](:[#6:2])-[C;H2;D1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](:[#6:2])-[C;H2;+0:3]-[Br;H0;+0:4]
10.1.5,5505,Wohl-Ziegler bromination,2,[#6:1](:[#6:2])-[C;H1;D2;+0:3].[Br;D0;H0;+0:4],[#6:1](:[#6:2])-[C;H1;+0:3]-[Br;H0;+0:4],[#6:1](:[#6:2])-[C;H1;D2;+0:3].[Br;D0;H0;+0:4]>>[#6:1](:[#6:2])-[C;H1;+0:3]-[Br;H0;+0:4]
10.1.5,5506,Wohl-Ziegler bromination,2,[#6:1](:[#6:2])-[C;D3;H0;+0:3].[Br;D0;H0;+0:4],[#6:1](:[#6:2])-[C;H0;+0:3]-[Br;H0;+0:4],[#6:1](:[#6:2])-[C;D3;H0;+0:3].[Br;D0;H0;+0:4]>>[#6:1](:[#6:2])-[C;H0;+0:3]-[Br;H0;+0:4]
10.1.5,5507,Wohl-Ziegler bromination,2,"[#6:1](=[#8,#7:2])-[C;H2;D1;+0:3].[Br;D0;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;H2;+0:3]-[Br;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;H2;D1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#8,#7:2])-[C;H2;+0:3]-[Br;H0;+0:4]"
10.1.5,5508,Wohl-Ziegler bromination,2,"[#6:1](=[#8,#7:2])-[C;H1;D2;+0:3].[Br;D0;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;H1;+0:3]-[Br;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;H1;D2;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#8,#7:2])-[C;H1;+0:3]-[Br;H0;+0:4]"
10.1.5,5509,Wohl-Ziegler bromination,2,"[#6:1](=[#8,#7:2])-[C;D3;H0;+0:3].[Br;D0;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;H0;+0:3]-[Br;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;D3;H0;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#8,#7:2])-[C;H0;+0:3]-[Br;H0;+0:4]"
10.1.5,5461,Wohl-Ziegler bromination,3,[#6:1](=[#6:2])-[C;H2;D1;+0:3].[Br;D0;H0;+0:4],[#6:1](=[#6:2])-[C;H2;+0:3]-[Br;H0;+0:4],[#6:1](=[#6:2])-[C;H2;D1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#6:2])-[C;H2;+0:3]-[Br;H0;+0:4]
10.1.5,5462,Wohl-Ziegler bromination,3,[#6:1](=[#6:2])-[C;H1;D2;+0:3].[Br;D0;H0;+0:4],[#6:1](=[#6:2])-[C;H1;+0:3]-[Br;H0;+0:4],[#6:1](=[#6:2])-[C;H1;D2;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#6:2])-[C;H1;+0:3]-[Br;H0;+0:4]
10.1.5,5463,Wohl-Ziegler bromination,3,[#6:1](=[#6:2])-[C;D3;H0;+0:3].[Br;D0;H0;+0:4],[#6:1](=[#6:2])-[C;H0;+0:3]-[Br;H0;+0:4],[#6:1](=[#6:2])-[C;D3;H0;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#6:2])-[C;H0;+0:3]-[Br;H0;+0:4]
10.1.5,5464,Wohl-Ziegler bromination,3,[#6:1](-[#6;D3;+0:2])=[C;H2;+0:3].[Br;D0;H0;+0:4],[#6:1](-[#6;+0:2]-[Br;H0;+0:4])=[C;H2;+0:3],[#6:1](-[#6;D3;+0:2])=[C;H2;+0:3].[Br;D0;H0;+0:4]>>[#6:1](-[#6;+0:2]-[Br;H0;+0:4])=[C;H2;+0:3]
10.1.5,5465,Wohl-Ziegler bromination,3,[#6:1](-[#6;D3;+0:2])=[C;H1;+0:3].[Br;D0;H0;+0:4],[#6:1](-[#6;+0:2]-[Br;H0;+0:4])=[C;H1;+0:3],[#6:1](-[#6;D3;+0:2])=[C;H1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](-[#6;+0:2]-[Br;H0;+0:4])=[C;H1;+0:3]
10.1.5,5466,Wohl-Ziegler bromination,3,[#6:1](-[#6;D3;+0:2])=[C;H0;+0:3].[Br;D0;H0;+0:4],[#6:1](-[#6;+0:2]-[Br;H0;+0:4])=[C;H0;+0:3],[#6:1](-[#6;D3;+0:2])=[C;H0;+0:3].[Br;D0;H0;+0:4]>>[#6:1](-[#6;+0:2]-[Br;H0;+0:4])=[C;H0;+0:3]
10.1.5,5467,Wohl-Ziegler bromination,3,[#6:1](:[#6:2])-[C;H2;D1;+0:3].[Br;D0;H0;+0:4],[#6:1](:[#6:2])-[C;H2;+0:3]-[Br;H0;+0:4],[#6:1](:[#6:2])-[C;H2;D1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](:[#6:2])-[C;H2;+0:3]-[Br;H0;+0:4]
10.1.5,5468,Wohl-Ziegler bromination,3,[#6:1](:[#6:2])-[C;H1;D2;+0:3].[Br;D0;H0;+0:4],[#6:1](:[#6:2])-[C;H1;+0:3]-[Br;H0;+0:4],[#6:1](:[#6:2])-[C;H1;D2;+0:3].[Br;D0;H0;+0:4]>>[#6:1](:[#6:2])-[C;H1;+0:3]-[Br;H0;+0:4]
10.1.5,5469,Wohl-Ziegler bromination,3,[#6:1](:[#6:2])-[C;D3;H0;+0:3].[Br;D0;H0;+0:4],[#6:1](:[#6:2])-[C;H0;+0:3]-[Br;H0;+0:4],[#6:1](:[#6:2])-[C;D3;H0;+0:3].[Br;D0;H0;+0:4]>>[#6:1](:[#6:2])-[C;H0;+0:3]-[Br;H0;+0:4]
10.1.5,5470,Wohl-Ziegler bromination,3,"[#6:1](=[#8,#7:2])-[C;H2;D1;+0:3].[Br;D0;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;H2;+0:3]-[Br;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;H2;D1;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#8,#7:2])-[C;H2;+0:3]-[Br;H0;+0:4]"
10.1.5,5471,Wohl-Ziegler bromination,3,"[#6:1](=[#8,#7:2])-[C;H1;D2;+0:3].[Br;D0;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;H1;+0:3]-[Br;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;H1;D2;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#8,#7:2])-[C;H1;+0:3]-[Br;H0;+0:4]"
10.1.5,5472,Wohl-Ziegler bromination,3,"[#6:1](=[#8,#7:2])-[C;D3;H0;+0:3].[Br;D0;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;H0;+0:3]-[Br;H0;+0:4]","[#6:1](=[#8,#7:2])-[C;D3;H0;+0:3].[Br;D0;H0;+0:4]>>[#6:1](=[#8,#7:2])-[C;H0;+0:3]-[Br;H0;+0:4]"
10.2.1,5951,Nitration,,[S:1](=[O:2])(=[O:3])([O;H1:4])[O;H1:5].[N;+1:6](=[O:7])([O;-1:8])[O;-1;H0:9],[S:1](=[O:2])(=[O:3])([O;-1;H0:5])[O;H1:4].[N;+1:6](=[O:7])([O;-1:8])[O;H1;+0:9],[S:1](=[O:2])(=[O:3])([O;H1:4])[O;H1:5].[N;+1:6](=[O:7])([O;-1:8])[O;-1;H0:9]>>[S:1](=[O:2])(=[O:3])([O;-1;H0:5])[O;H1:4].[N;+1:6](=[O:7])([O;-1:8])[O;H1;+0:9]
10.2.1,5956,Nitration,,[N;+1:1](=[O:2])([O;-1:3])[O;H1:4].[O:5]=[C:6]([O:7][C:8](=[O:9])[C;H3:10])[C;H3:11],[N;+1:1](-[O;-1:2])([O;H1:4])[O;+0:3][C:8](=[O:9])([O:7][C:6](=[O:5])[C;H3:11])[C;H3:10],[N;+1:1](=[O:2])([O;-1:3])[O;H1:4].[O:5]=[C:6]([O:7][C:8](=[O:9])[C;H3:10])[C;H3:11]>>[N;+1:1](-[O;-1:2])([O;H1:4])[O;+0:3][C:8](=[O:9])([O:7][C:6](=[O:5])[C;H3:11])[C;H3:10]
10.2.1,5962,Nitration,,[N;+1:1](=[O:2])([O:3][*:4])[O;-1:5].[c;H1;+0:6]:[a;+0:7],[N;+1:1](=[O:2])(-[O;-1:5])-[c;H1;+0:6]:[a;+1:7].[O;-1;H0:3][*:4],[N;+1:1](=[O:2])([O:3][*:4])[O;-1:5].[c;H1;+0:6]:[a;+0:7]>>[N;+1:1](=[O:2])(-[O;-1:5])-[c;H1;+0:6]:[a;+1:7].[O;-1;H0:3][*:4]
10.2.1,5952,Nitration,1,[S:1](=[O:2])(=[O:3])([O;H1:4])[O;H1:5].[N;+1:6](=[O:7])([O;-1:8])[O;H1:9],[S:1](=[O:2])(=[O:3])([O;-1;H0:5])[O;H1:4].[N;+1:6](=[O:7])([O;+1;H2:9])[O;-1:8],[S:1](=[O:2])(=[O:3])([O;H1:4])[O;H1:5].[N;+1:6](=[O:7])([O;-1:8])[O;H1:9]>>[S:1](=[O:2])(=[O:3])([O;-1;H0:5])[O;H1:4].[N;+1:6](=[O:7])([O;+1;H2:9])[O;-1:8]
10.2.1,5957,Nitration,1,[N;+1:1](-[O;-1:2])([O;H1:3])[O;+0:4][C:5](=[O:6])([O:7][C:8](=[O:9])[C;H3:10])[C;H3:11],[N;+1:1]([O;H1:3])(=[O;+0:2])[O;+0:4][C:5](=[O:6])[C;H3:11].[O:9]=[C:8]([O;-1:7])[C;H3:10],[N;+1:1](-[O;-1:2])([O;H1:3])[O;+0:4][C:5](=[O:6])([O:7][C:8](=[O:9])[C;H3:10])[C;H3:11]>>[N;+1:1]([O;H1:3])(=[O;+0:2])[O;+0:4][C:5](=[O:6])[C;H3:11].[O:9]=[C:8]([O;-1:7])[C;H3:10]
10.2.1,5963,Nitration,1,[N;+1:1](=[O:2])(-[O;-1:3])-[c;H1;+0:4]:[a;+1:5].[O;-1;H0:6][*:7],[N;+1:1](=[O:2])(-[O;-1:3])-[c;H0;+0:4]:[a;+0:5].[O;H1;+0:6][*:7],[N;+1:1](=[O:2])(-[O;-1:3])-[c;H1;+0:4]:[a;+1:5].[O;-1;H0:6][*:7]>>[N;+1:1](=[O:2])(-[O;-1:3])-[c;H0;+0:4]:[a;+0:5].[O;H1;+0:6][*:7]
10.2.1,5953,Nitration,2,[N;+1:1](=[O:2])([O;+1;H2:3])[O;-1:4],[N;+1:1](=[O:2])=[O;+0:4].[O;H2;+0:3],[N;+1:1](=[O:2])([O;+1;H2:3])[O;-1:4]>>[N;+1:1](=[O:2])=[O;+0:4].[O;H2;+0:3]
10.2.1,5958,Nitration,2,[N;+1:1](=[O:2])([O;H1:3])[O;+0:4][C:5](=[O:6])[C;H3:7].[O:8]=[C:9]([O;-1:10])[C;H3:11],[N;+1:1](=[O:2])([O;-1;H0:3])[O;+0:4][C:5](=[O:6])[C;H3:7].[O:8]=[C:9]([O;H1;+0:10])[C;H3:11],[N;+1:1](=[O:2])([O;H1:3])[O;+0:4][C:5](=[O:6])[C;H3:7].[O:8]=[C:9]([O;-1:10])[C;H3:11]>>[N;+1:1](=[O:2])([O;-1;H0:3])[O;+0:4][C:5](=[O:6])[C;H3:7].[O:8]=[C:9]([O;H1;+0:10])[C;H3:11]
10.2.1,5954,Nitration,3,[N;+1:1](=[O:2])=[O;+0:3].[c;H1;+0:4]:[a;+0:5],[N;+1:1](=[O:2])(-[O;-1:3])-[c;H1;+0:4]:[a;+1:5],[N;+1:1](=[O:2])=[O;+0:3].[c;H1;+0:4]:[a;+0:5]>>[N;+1:1](=[O:2])(-[O;-1:3])-[c;H1;+0:4]:[a;+1:5]
10.2.1,5959,Nitration,3,[N;+1:1](=[O:2])(-[O;-1;H0:3])[O;+0:4][C:5](=[O:6])[C;H3:7],[N;+1:1](=[O:2])=[O;H0;+0:3].[O:6]=[C:5]([O;-1;H0:4])[C;H3:7],[N;+1:1](=[O:2])(-[O;-1;H0:3])[O;+0:4][C:5](=[O:6])[C;H3:7]>>[N;+1:1](=[O:2])=[O;H0;+0:3].[O:6]=[C:5]([O;-1;H0:4])[C;H3:7]
10.2.1,5955,Nitration,4,[N;+1:1](=[O:2])(-[O;-1:3])-[c;H1;+0:4]:[a;+1:5].[O;H2;+0:6],[N;+1:1](=[O:2])(-[O;-1:3])-[c;H0;+0:4]:[a;+0:5].[O;+1;H3:6],[N;+1:1](=[O:2])(-[O;-1:3])-[c;H1;+0:4]:[a;+1:5].[O;H2;+0:6]>>[N;+1:1](=[O:2])(-[O;-1:3])-[c;H0;+0:4]:[a;+0:5].[O;+1;H3:6]
10.2.1,5960,Nitration,4,[N;+1:1](=[O:2])=[O;+0:3].[c;H1;+0:4]:[a;+0:5],[N;+1:1](=[O:2])(-[O;-1:3])-[c;H1;+0:4]:[a;+1:5],[N;+1:1](=[O:2])=[O;+0:3].[c;H1;+0:4]:[a;+0:5]>>[N;+1:1](=[O:2])(-[O;-1:3])-[c;H1;+0:4]:[a;+1:5]
10.2.1,5961,Nitration,5,[N;+1:1](=[O:2])(-[O;-1:3])-[c;H1;+0:4]:[a;+1:5].[O:6]=[C:7]([O;-1;H0:8])[C;H3:9],[N;+1:1](=[O:2])(-[O;-1:3])-[c;H0;+0:4]:[a;+0:5].[O:6]=[C:7]([O;H1;+0:8])[C;H3:9],[N;+1:1](=[O:2])(-[O;-1:3])-[c;H1;+0:4]:[a;+1:5].[O:6]=[C:7]([O;-1;H0:8])[C;H3:9]>>[N;+1:1](=[O:2])(-[O;-1:3])-[c;H0;+0:4]:[a;+0:5].[O:6]=[C:7]([O;H1;+0:8])[C;H3:9]
1.1.2,6437,Menshutkin reaction,,"[#6:1]-[Cl,$([O]-[S]),Br,I:2].[#7,P;D3;+0:3]","[#6:1]-[#7,P;+1:3].[Cl,$([O]-[S]),Br,I;-1:2]","[#6:1]-[Cl,$([O]-[S]),Br,I:2].[#7,P;D3;+0:3]>>[#6:1]-[#7,P;+1:3].[Cl,$([O]-[S]),Br,I;-1:2]"
1.1.25,3932,Mitsunobu amine reaction,,[P;+0;!D0:1].[N;H0;+0:2]=[N;H0;+0:3],[P;+1:1]-[N;H0;+0:2]-[N;-1;H0:3],[P;+0;!D0:1].[N;H0;+0:2]=[N;H0;+0:3]>>[P;+1:1]-[N;H0;+0:2]-[N;-1;H0:3]
1.1.25,3939,Mitsunobu amine reaction,1,"[P;+1:1]-[N;H0;+0:2]-[N;-1;H0:3].[#7,#16;H1;+0:4]","[P;+1:1]-[N;H0;+0:2]-[N;H1;+0:3].[#7,#16;-1;H0:4]","[P;+1:1]-[N;H0;+0:2]-[N;-1;H0:3].[#7,#16;H1;+0:4]>>[P;+1:1]-[N;H0;+0:2]-[N;H1;+0:3].[#7,#16;-1;H0:4]"
